27  19
49  19
64  19
76  19
87  19
99  19
112  19
129  19
161  13
183  13
197  13
209  13
220  13
232  13
246  13
266  13
293  7
315  7
329  7
342  7
353  7
366  7
379  7
396  7
428  1
449  1
464  1
476  1
488  1
500  1
513  1
531  1
1027  19
1027  20
1047  19
1050  20
1061  19
1065  20
1074  19
1077  20
1085  19
1089  20
1097  19
1101  20
1110  19
1116  20
1128  19
1159  13
1160  14
1180  13
1182  14
1194  13
1196  14
1206  13
1208  14
1218  13
1221  14
1230  13
1234  14
1244  13
1249  14
1262  13
1291  7
1291  8
1313  7
1315  8
1328  7
1329  8
1340  7
1342  8
1351  7
1354  8
1363  7
1367  8
1375  7
1382  8
1393  7
1426  1
1426  2
1447  1
1449  2
1461  1
1464  2
1472  1
1476  2
1484  1
1487  2
1495  1
1500  2
1508  1
1516  2
1526  1
2023  19
2044  19
2059  19
2071  19
2082  19
2093  19
2105  19
2121  19
2157  13
2170  19
2180  13
2193  19
2194  13
2206  13
2209  19
2217  13
2223  19
2228  13
2239  19
2242  13
2260  13
2290  7
2309  13
2313  7
2327  7
2330  13
2338  7
2344  13
2350  7
2358  13
2361  7
2374  7
2375  13
2393  7
2422  1
2442  7
2444  1
2459  1
2462  7
2471  1
2476  7
2482  1
2490  7
2494  1
2505  7
2507  1
2526  1
2574  1
2595  1
2609  1
2623  1
2640  1
3022  19
3044  19
3058  19
3070  19
3081  19
3093  19
3106  19
3123  19
3148  20
3157  13
3169  20
3172  19
3178  13
3184  20
3192  13
3193  19
3198  20
3204  13
3207  19
3210  20
3215  13
3221  19
3222  20
3227  13
3237  19
3237  20
3240  13
3259  13
3282  14
3289  7
3304  14
3308  13
3310  7
3318  14
3325  7
3328  13
3331  14
3338  7
3342  13
3342  14
3348  7
3355  14
3356  13
3360  7
3370  14
3372  13
3373  7
3391  7
3415  8
3422  1
3437  8
3440  7
3444  1
3451  8
3458  1
3461  7
3463  8
3470  1
3475  7
3475  8
3481  1
3488  8
3489  7
3492  1
3504  8
3505  1
3505  7
3523  1
3549  2
3571  2
3572  1
3587  2
3592  1
3599  2
3607  1
3612  2
3620  1
3624  2
3635  1
3640  2
3664  1
4022  19
4042  19
4057  19
4068  19
4080  19
4092  19
4105  19
4123  19
4146  20
4152  13
4169  20
4174  13
4184  20
4189  13
4196  20
4201  13
4209  20
4213  13
4222  20
4224  13
4237  13
4238  20
4256  13
4282  14
4286  7
4303  14
4307  7
4317  14
4321  7
4330  14
4333  7
4342  14
4344  7
4355  14
4356  7
4369  7
4371  14
4387  7
4414  8
4419  1
4436  8
4442  1
4450  8
4456  1
4463  8
4468  1
4475  8
4480  1
4487  8
4491  1
4503  8
4504  1
4523  1
4548  2
4569  2
4583  2
4596  2
4607  2
4620  2
4635  2
5019  19
5019  20
5040  19
5043  20
5053  19
5056  20
5065  19
5069  20
5077  19
5081  20
5089  19
5093  20
5102  19
5108  20
5120  19
5139  20
5151  13
5152  14
5166  19
5171  13
5174  14
5186  13
5188  19
5190  14
5198  13
5202  14
5203  19
5210  13
5214  14
5216  19
5221  13
5226  14
5232  19
5234  13
5241  14
5251  13
5284  7
5286  8
5301  13
5306  7
5309  8
5321  7
5323  8
5323  13
5333  7
5336  8
5338  13
5344  7
5348  8
5352  13
5356  7
5360  8
5368  13
5369  7
5377  8
5388  7
5419  1
5419  2
5438  7
5441  1
5442  2
5454  1
5456  2
5457  7
5467  1
5469  2
5471  7
5478  1
5481  2
5485  7
5489  1
5493  2
5501  7
5502  1
5508  2
5520  1
5568  1
5590  1
5604  1
5618  1
5634  1
6017  19
6017  20
6037  19
6040  20
6051  19
6055  20
6064  19
6067  20
6076  19
6079  20
6087  19
6092  20
6100  19
6106  20
6119  19
6136  20
6150  13
6150  14
6166  19
6171  13
6174  14
6178  20
6186  13
6188  14
6188  19
6196  20
6197  13
6201  14
6202  19
6208  13
6211  20
6212  14
6216  19
6220  13
6224  14
6227  20
6232  19
6234  13
6240  14
6253  13
6253  20
6272  14
6284  7
6285  8
6301  13
6304  7
6305  8
6310  14
6318  7
6320  8
6321  13
6328  14
6332  7
6333  8
6336  13
6343  7
6343  14
6345  8
6350  13
6354  7
6358  8
6359  14
6366  13
6367  7
6372  8
6386  7
6387  14
6398  8
6417  1
6417  2
6434  7
6438  1
6438  2
6441  8
6452  1
6453  2
6455  7
6460  8
6464  1
6466  2
6469  7
6475  1
6475  8
6478  2
6482  7
6487  1
6490  2
6491  8
6498  7
6500  1
6506  2
6512  8
6520  1
6537  2
6565  1
6577  2
6587  1
6594  2
6602  1
6609  2
6615  1
6624  2
6630  1
6645  2
7015  20
7016  19
7037  19
7038  20
7051  19
7052  20
7062  19
7065  20
7073  19
7077  20
7085  19
7090  20
7099  19
7106  20
7119  19
7141  20
7145  13
7148  14
7168  13
7170  14
7177  20
7184  13
7184  14
7194  20
7196  13
7198  14
7207  13
7209  14
7209  20
7219  13
7222  14
7225  20
7232  13
7237  14
7251  13
7275  14
7281  8
7282  7
7303  7
7305  8
7310  14
7317  7
7319  8
7327  14
7329  7
7331  8
7340  7
7341  14
7343  8
7352  7
7356  8
7357  14
7365  7
7372  8
7382  14
7383  7
7401  8
7414  1
7414  2
7436  1
7437  2
7442  8
7449  1
7452  2
7460  8
7461  1
7465  2
7473  1
7475  8
7477  2
7485  1
7490  2
7490  8
7497  1
7506  2
7514  8
7515  1
7535  2
7575  2
7592  2
7606  2
7621  2
7645  2
8013  20
8037  20
8051  20
8064  20
8075  20
8088  20
8103  20
8136  19
8145  14
8158  19
8167  14
8173  19
8183  14
8184  19
8195  14
8196  19
8207  14
8208  19
8220  14
8221  19
8236  14
8240  19
8270  13
8281  8
8292  13
8303  8
8306  13
8318  8
8318  13
8329  13
8330  8
8341  8
8341  13
8354  8
8354  13
8370  8
8373  13
8403  7
8411  2
8424  7
8436  2
8438  7
8450  2
8451  7
8462  2
8462  7
8474  2
8474  7
8486  2
8487  7
8501  2
8505  7
8536  1
8558  1
8573  1
8585  1
8596  1
8608  1
8622  1
8641  1
9014  20
9035  20
9049  20
9061  20
9073  20
9085  20
9099  20
9133  20
9134  19
9143  14
9158  19
9166  14
9172  19
9172  20
9182  14
9183  19
9189  20
9194  14
9194  19
9204  20
9205  19
9206  14
9218  14
9218  19
9218  20
9233  14
9235  19
9243  20
9269  13
9271  14
9278  8
9291  13
9301  8
9305  13
9306  14
9315  8
9317  13
9323  14
9328  8
9329  13
9337  14
9340  8
9340  13
9352  8
9352  14
9353  13
9367  8
9371  13
9376  14
9401  7
9404  8
9411  2
9423  7
9435  2
9438  7
9439  8
9449  2
9450  7
9456  8
9461  2
9462  7
9470  8
9473  2
9473  7
9485  2
9486  7
9486  8
9500  2
9505  7
9510  8
9532  2
9534  1
9555  1
9571  1
9572  2
9583  1
9589  2
9594  1
9604  2
9606  1
9619  1
9620  2
9637  1
9649  2
10007  19
10012  21
10029  19
10033  21
10044  19
10049  21
10056  19
10062  21
10068  19
10077  21
10080  19
10092  21
10094  19
10118  19
10118  21
10143  13
10145  15
10163  13
10168  15
10177  13
10183  15
10188  13
10196  15
10200  13
10209  15
10211  13
10224  13
10224  15
10242  13
10246  15
10276  7
10279  9
10298  7
10301  9
10311  7
10316  9
10323  7
10330  9
10335  7
10343  9
10346  7
10359  9
10360  7
10379  7
10382  9
10409  1
10409  3
10430  1
10433  3
10445  1
10450  3
10457  1
10463  3
10469  1
10477  3
10480  1
10493  3
10494  1
10515  1
10519  3
11005  19
11007  20
11008  21
11028  19
11028  20
11032  21
11042  19
11043  20
11047  21
11054  19
11056  20
11060  21
11065  19
11069  20
11074  21
11076  19
11082  20
11089  19
11089  21
11097  20
11107  19
11113  21
11139  13
11139  14
11140  15
11161  13
11162  14
11164  15
11175  13
11176  14
11181  15
11187  13
11189  14
11195  15
11198  13
11201  14
11208  15
11210  13
11213  14
11223  13
11223  15
11229  14
11243  13
11248  15
11272  7
11272  8
11276  9
11293  7
11295  8
11299  9
11308  7
11310  8
11315  9
11321  7
11322  8
11328  9
11332  7
11335  8
11341  9
11344  7
11347  8
11355  9
11358  7
11363  8
11376  7
11379  9
11406  1
11406  2
11407  3
11427  1
11429  2
11432  3
11441  1
11444  2
11447  3
11453  1
11457  2
11461  3
11464  1
11469  2
11474  3
11475  1
11481  2
11488  1
11489  3
11496  2
11506  1
11515  3
12004  19
12007  21
12027  19
12030  21
12040  19
12046  21
12053  19
12059  21
12065  19
12073  21
12076  19
12088  21
12089  19
12109  19
12111  21
12136  13
12142  15
12154  19
12157  13
12163  15
12171  13
12175  19
12179  15
12184  13
12190  19
12193  15
12196  13
12204  19
12206  15
12207  13
12219  19
12220  13
12222  15
12239  13
12249  15
12270  7
12274  9
12285  13
12292  7
12297  9
12306  7
12308  13
12312  9
12318  7
12322  13
12326  9
12330  7
12335  13
12340  9
12341  7
12350  13
12354  7
12356  9
12373  7
12381  9
12405  1
12409  3
12422  7
12427  1
12430  3
12441  1
12442  7
12446  3
12453  1
12455  7
12459  3
12464  1
12469  7
12472  3
12475  1
12484  7
12487  3
12488  1
12507  1
12511  3
12554  1
12575  1
12590  1
12604  1
12622  1
13000  19
13006  21
13022  19
13028  21
13037  19
13044  21
13049  19
13058  21
13060  19
13071  19
13071  21
13083  19
13086  21
13101  19
13112  21
13126  20
13135  13
13139  15
13146  19
13150  20
13155  13
13160  15
13165  20
13169  13
13171  19
13177  15
13177  20
13181  13
13186  19
13189  20
13190  15
13193  13
13199  19
13202  20
13204  15
13205  13
13215  19
13218  13
13219  20
13220  15
13235  13
13245  15
13247  19
13261  14
13267  7
13269  9
13283  13
13284  14
13288  7
13294  9
13297  14
13304  7
13305  13
13309  9
13310  14
13316  7
13320  13
13322  9
13323  14
13327  7
13334  13
13335  14
13336  9
13339  7
13350  13
13350  14
13351  9
13352  7
13370  7
13375  9
13396  8
13402  1
13405  3
13415  7
13417  8
13422  1
13428  3
13433  8
13438  1
13438  7
13443  3
13444  8
13450  1
13453  7
13456  3
13456  8
13461  1
13467  7
13468  8
13470  3
13473  1
13483  7
13484  8
13485  3
13486  1
13504  1
13508  3
13526  2
13549  2
13551  1
13564  2
